,target,target_original,is_dropout,course_name,age_quantile_group
1050,Graduate,Graduate,0,Animation and Multimedia Design,"(16.999, 19.0]"
1051,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1052,Dropout,Dropout,1,Nursing,"(16.999, 19.0]"
1053,Graduate,Graduate,0,Veterinary Nursing,"(16.999, 19.0]"
1054,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1055,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1056,Dropout,Dropout,1,Nursing,"(16.999, 19.0]"
1057,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1058,Dropout,Dropout,1,Advertising and Marketing Management,"(20.0, 25.0]"
1059,Graduate,Graduate,0,Nursing,"(19.0, 20.0]"
1060,Dropout,Dropout,1,Social Service,"(20.0, 25.0]"
1061,Dropout,Dropout,1,Communication Design,"(19.0, 20.0]"
1062,Graduate,Graduate,0,Social Service (evening attendance),"(25.0, 70.0]"
1063,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1064,Enrolled,Enrolled,0,Basic Education,"(16.999, 19.0]"
1065,Dropout,Dropout,1,Social Service (evening attendance),"(20.0, 25.0]"
1066,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1067,Graduate,Graduate,0,Management,"(16.999, 19.0]"
1068,Graduate,Graduate,0,Nursing,"(19.0, 20.0]"
1069,Graduate,Graduate,0,Advertising and Marketing Management,"(16.999, 19.0]"
1070,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1071,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
1072,Enrolled,Enrolled,0,Basic Education,"(16.999, 19.0]"
1073,Graduate,Graduate,0,Veterinary Nursing,"(16.999, 19.0]"
1074,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
1075,Graduate,Graduate,0,Journalism and Communication,"(16.999, 19.0]"
1076,Dropout,Dropout,1,Basic Education,"(25.0, 70.0]"
1077,Dropout,Dropout,1,Tourism,"(16.999, 19.0]"
1078,Dropout,Dropout,1,Animation and Multimedia Design,"(19.0, 20.0]"
1079,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1080,Graduate,Graduate,0,Communication Design,"(19.0, 20.0]"
1081,Graduate,Graduate,0,Tourism,"(16.999, 19.0]"
1082,Enrolled,Enrolled,0,Communication Design,"(20.0, 25.0]"
1083,Graduate,Graduate,0,Basic Education,"(16.999, 19.0]"
1084,Graduate,Graduate,0,Communication Design,"(16.999, 19.0]"
1085,Dropout,Dropout,1,Equinculture,"(16.999, 19.0]"
1086,Graduate,Graduate,0,Advertising and Marketing Management,"(16.999, 19.0]"
1087,Graduate,Graduate,0,Journalism and Communication,"(19.0, 20.0]"
1088,Enrolled,Enrolled,0,Basic Education,"(16.999, 19.0]"
1089,Enrolled,Enrolled,0,Animation and Multimedia Design,"(16.999, 19.0]"
1090,Graduate,Graduate,0,Equinculture,"(16.999, 19.0]"
1091,Dropout,Dropout,1,Journalism and Communication,"(16.999, 19.0]"
1092,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
1093,Dropout,Dropout,1,Journalism and Communication,"(19.0, 20.0]"
1094,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1095,Dropout,Dropout,1,Basic Education,"(20.0, 25.0]"
1096,Dropout,Dropout,1,Advertising and Marketing Management,"(19.0, 20.0]"
1097,Graduate,Graduate,0,Tourism,"(16.999, 19.0]"
1098,Graduate,Graduate,0,Journalism and Communication,"(19.0, 20.0]"
1099,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1100,Dropout,Dropout,1,Veterinary Nursing,"(20.0, 25.0]"
1101,Dropout,Dropout,1,Equinculture,"(20.0, 25.0]"
1102,Enrolled,Enrolled,0,Basic Education,"(16.999, 19.0]"
1103,Enrolled,Enrolled,0,Management,"(20.0, 25.0]"
1104,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
1105,Dropout,Dropout,1,Animation and Multimedia Design,"(16.999, 19.0]"
1106,Dropout,Dropout,1,Nursing,"(19.0, 20.0]"
1107,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1108,Dropout,Dropout,1,Management (evening attendance),"(20.0, 25.0]"
1109,Graduate,Graduate,0,Veterinary Nursing,"(19.0, 20.0]"
1110,Graduate,Graduate,0,Agronomy,"(16.999, 19.0]"
1111,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1112,Enrolled,Enrolled,0,Nursing,"(19.0, 20.0]"
1113,Enrolled,Enrolled,0,Management (evening attendance),"(20.0, 25.0]"
1114,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1115,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1116,Dropout,Dropout,1,Communication Design,"(16.999, 19.0]"
1117,Graduate,Graduate,0,Nursing,"(19.0, 20.0]"
1118,Enrolled,Enrolled,0,Oral Hygiene,"(20.0, 25.0]"
1119,Graduate,Graduate,0,Nursing,"(19.0, 20.0]"
1120,Enrolled,Enrolled,0,Social Service,"(20.0, 25.0]"
1121,Graduate,Graduate,0,Advertising and Marketing Management,"(19.0, 20.0]"
1122,Graduate,Graduate,0,Nursing,"(20.0, 25.0]"
1123,Graduate,Graduate,0,Agronomy,"(16.999, 19.0]"
1124,Graduate,Graduate,0,Journalism and Communication,"(16.999, 19.0]"
1125,Graduate,Graduate,0,Advertising and Marketing Management,"(20.0, 25.0]"
1126,Graduate,Graduate,0,Nursing,"(25.0, 70.0]"
1127,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
1128,Graduate,Graduate,0,Management,"(16.999, 19.0]"
1129,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1130,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1131,Graduate,Graduate,0,Nursing,"(20.0, 25.0]"
1132,Enrolled,Enrolled,0,Management,"(16.999, 19.0]"
1133,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1134,Dropout,Dropout,1,Tourism,"(19.0, 20.0]"
1135,Dropout,Dropout,1,Animation and Multimedia Design,"(25.0, 70.0]"
1136,Graduate,Graduate,0,Communication Design,"(16.999, 19.0]"
1137,Dropout,Dropout,1,Tourism,"(20.0, 25.0]"
1138,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1139,Graduate,Graduate,0,Veterinary Nursing,"(19.0, 20.0]"
1140,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1141,Enrolled,Enrolled,0,Management,"(16.999, 19.0]"
1142,Dropout,Dropout,1,Advertising and Marketing Management,"(19.0, 20.0]"
1143,Graduate,Graduate,0,Basic Education,"(16.999, 19.0]"
1144,Enrolled,Enrolled,0,Management,"(19.0, 20.0]"
1145,Graduate,Graduate,0,Social Service (evening attendance),"(20.0, 25.0]"
1146,Enrolled,Enrolled,0,Animation and Multimedia Design,"(16.999, 19.0]"
1147,Graduate,Graduate,0,Management (evening attendance),"(20.0, 25.0]"
1148,Enrolled,Enrolled,0,Basic Education,"(16.999, 19.0]"
1149,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1150,Graduate,Graduate,0,Communication Design,"(16.999, 19.0]"
1151,Dropout,Dropout,1,Animation and Multimedia Design,"(16.999, 19.0]"
1152,Enrolled,Enrolled,0,Management,"(16.999, 19.0]"
1153,Enrolled,Enrolled,0,Nursing,"(16.999, 19.0]"
1154,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1155,Enrolled,Enrolled,0,Management,"(16.999, 19.0]"
1156,Dropout,Dropout,1,Tourism,"(16.999, 19.0]"
1157,Graduate,Graduate,0,Tourism,"(20.0, 25.0]"
1158,Graduate,Graduate,0,Journalism and Communication,"(19.0, 20.0]"
1159,Graduate,Graduate,0,Management,"(19.0, 20.0]"
1160,Graduate,Graduate,0,Management (evening attendance),"(25.0, 70.0]"
1161,Enrolled,Enrolled,0,Nursing,"(25.0, 70.0]"
1162,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1163,Graduate,Graduate,0,Social Service (evening attendance),"(25.0, 70.0]"
1164,Dropout,Dropout,1,Nursing,"(25.0, 70.0]"
1165,Graduate,Graduate,0,Social Service (evening attendance),"(25.0, 70.0]"
1166,Dropout,Dropout,1,Management,"(25.0, 70.0]"
1167,Graduate,Graduate,0,Journalism and Communication,"(20.0, 25.0]"
1168,Dropout,Dropout,1,Journalism and Communication,"(19.0, 20.0]"
1169,Graduate,Graduate,0,Advertising and Marketing Management,"(20.0, 25.0]"
1170,Graduate,Graduate,0,Management,"(16.999, 19.0]"
1171,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1172,Dropout,Dropout,1,Informatics Engineering,"(16.999, 19.0]"
1173,Enrolled,Enrolled,0,Management (evening attendance),"(20.0, 25.0]"
1174,Graduate,Graduate,0,Advertising and Marketing Management,"(20.0, 25.0]"
1175,Dropout,Dropout,1,Tourism,"(16.999, 19.0]"
1176,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
1177,Graduate,Graduate,0,Communication Design,"(20.0, 25.0]"
1178,Dropout,Dropout,1,Nursing,"(25.0, 70.0]"
1179,Graduate,Graduate,0,Oral Hygiene,"(16.999, 19.0]"
1180,Dropout,Dropout,1,Nursing,"(25.0, 70.0]"
1181,Graduate,Graduate,0,Veterinary Nursing,"(16.999, 19.0]"
1182,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1183,Dropout,Dropout,1,Veterinary Nursing,"(20.0, 25.0]"
1184,Enrolled,Enrolled,0,Nursing,"(16.999, 19.0]"
1185,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
1186,Enrolled,Enrolled,0,Nursing,"(25.0, 70.0]"
1187,Dropout,Dropout,1,Management,"(19.0, 20.0]"
1188,Graduate,Graduate,0,Tourism,"(16.999, 19.0]"
1189,Graduate,Graduate,0,Advertising and Marketing Management,"(16.999, 19.0]"
1190,Dropout,Dropout,1,Equinculture,"(20.0, 25.0]"
1191,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1192,Graduate,Graduate,0,Animation and Multimedia Design,"(16.999, 19.0]"
1193,Graduate,Graduate,0,Tourism,"(25.0, 70.0]"
1194,Graduate,Graduate,0,Agronomy,"(25.0, 70.0]"
1195,Enrolled,Enrolled,0,Basic Education,"(16.999, 19.0]"
1196,Dropout,Dropout,1,Communication Design,"(20.0, 25.0]"
1197,Dropout,Dropout,1,Basic Education,"(20.0, 25.0]"
1198,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
1199,Graduate,Graduate,0,Veterinary Nursing,"(20.0, 25.0]"
1200,Graduate,Graduate,0,Equinculture,"(16.999, 19.0]"
1201,Graduate,Graduate,0,Social Service (evening attendance),"(25.0, 70.0]"
1202,Dropout,Dropout,1,Management,"(25.0, 70.0]"
1203,Graduate,Graduate,0,Social Service,"(19.0, 20.0]"
1204,Dropout,Dropout,1,Social Service,"(25.0, 70.0]"
1205,Graduate,Graduate,0,Management,"(25.0, 70.0]"
1206,Graduate,Graduate,0,Nursing,"(20.0, 25.0]"
1207,Enrolled,Enrolled,0,Agronomy,"(25.0, 70.0]"
1208,Dropout,Dropout,1,Social Service (evening attendance),"(25.0, 70.0]"
1209,Dropout,Dropout,1,Agronomy,"(25.0, 70.0]"
1210,Dropout,Dropout,1,Oral Hygiene,"(25.0, 70.0]"
1211,Enrolled,Enrolled,0,Social Service,"(19.0, 20.0]"
1212,Graduate,Graduate,0,Nursing,"(25.0, 70.0]"
1213,Graduate,Graduate,0,Advertising and Marketing Management,"(20.0, 25.0]"
1214,Enrolled,Enrolled,0,Nursing,"(16.999, 19.0]"
1215,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1216,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
1217,Graduate,Graduate,0,Social Service (evening attendance),"(20.0, 25.0]"
1218,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1219,Graduate,Graduate,0,Management,"(16.999, 19.0]"
1220,Dropout,Dropout,1,Animation and Multimedia Design,"(16.999, 19.0]"
1221,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1222,Dropout,Dropout,1,Management (evening attendance),"(25.0, 70.0]"
1223,Graduate,Graduate,0,Social Service (evening attendance),"(25.0, 70.0]"
1224,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1225,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
1226,Graduate,Graduate,0,Management,"(20.0, 25.0]"
1227,Graduate,Graduate,0,Social Service,"(19.0, 20.0]"
1228,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1229,Enrolled,Enrolled,0,Veterinary Nursing,"(20.0, 25.0]"
1230,Graduate,Graduate,0,Social Service,"(20.0, 25.0]"
1231,Graduate,Graduate,0,Social Service,"(19.0, 20.0]"
1232,Graduate,Graduate,0,Nursing,"(20.0, 25.0]"
1233,Graduate,Graduate,0,Journalism and Communication,"(16.999, 19.0]"
1234,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1235,Dropout,Dropout,1,Management (evening attendance),"(25.0, 70.0]"
1236,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1237,Dropout,Dropout,1,Informatics Engineering,"(16.999, 19.0]"
1238,Graduate,Graduate,0,Agronomy,"(19.0, 20.0]"
1239,Dropout,Dropout,1,Advertising and Marketing Management,"(16.999, 19.0]"
1240,Dropout,Dropout,1,Management (evening attendance),"(25.0, 70.0]"
1241,Dropout,Dropout,1,Equinculture,"(25.0, 70.0]"
1242,Enrolled,Enrolled,0,Informatics Engineering,"(20.0, 25.0]"
1243,Graduate,Graduate,0,Veterinary Nursing,"(20.0, 25.0]"
1244,Dropout,Dropout,1,Management (evening attendance),"(25.0, 70.0]"
1245,Dropout,Dropout,1,Basic Education,"(25.0, 70.0]"
1246,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
1247,Dropout,Dropout,1,Social Service,"(16.999, 19.0]"
1248,Enrolled,Enrolled,0,Advertising and Marketing Management,"(20.0, 25.0]"
1249,Dropout,Dropout,1,Basic Education,"(16.999, 19.0]"
1250,Graduate,Graduate,0,Tourism,"(19.0, 20.0]"
1251,Graduate,Graduate,0,Journalism and Communication,"(19.0, 20.0]"
1252,Graduate,Graduate,0,Advertising and Marketing Management,"(16.999, 19.0]"
1253,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
1254,Enrolled,Enrolled,0,Veterinary Nursing,"(16.999, 19.0]"
1255,Dropout,Dropout,1,Equinculture,"(25.0, 70.0]"
1256,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
1257,Graduate,Graduate,0,Oral Hygiene,"(16.999, 19.0]"
1258,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1259,Graduate,Graduate,0,Veterinary Nursing,"(16.999, 19.0]"
1260,Graduate,Graduate,0,Social Service,"(19.0, 20.0]"
1261,Dropout,Dropout,1,Informatics Engineering,"(20.0, 25.0]"
1262,Dropout,Dropout,1,Journalism and Communication,"(16.999, 19.0]"
1263,Graduate,Graduate,0,Basic Education,"(25.0, 70.0]"
1264,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1265,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1266,Graduate,Graduate,0,Advertising and Marketing Management,"(19.0, 20.0]"
1267,Graduate,Graduate,0,Nursing,"(19.0, 20.0]"
1268,Enrolled,Enrolled,0,Management (evening attendance),"(20.0, 25.0]"
1269,Dropout,Dropout,1,Advertising and Marketing Management,"(25.0, 70.0]"
1270,Enrolled,Enrolled,0,Journalism and Communication,"(16.999, 19.0]"
1271,Graduate,Graduate,0,Management,"(16.999, 19.0]"
1272,Dropout,Dropout,1,Management,"(25.0, 70.0]"
1273,Dropout,Dropout,1,Basic Education,"(25.0, 70.0]"
1274,Graduate,Graduate,0,Management (evening attendance),"(25.0, 70.0]"
1275,Graduate,Graduate,0,Tourism,"(16.999, 19.0]"
1276,Graduate,Graduate,0,Advertising and Marketing Management,"(16.999, 19.0]"
1277,Dropout,Dropout,1,Management,"(25.0, 70.0]"
1278,Enrolled,Enrolled,0,Social Service (evening attendance),"(20.0, 25.0]"
1279,Graduate,Graduate,0,Social Service,"(19.0, 20.0]"
1280,Graduate,Graduate,0,Journalism and Communication,"(16.999, 19.0]"
1281,Graduate,Graduate,0,Nursing,"(19.0, 20.0]"
1282,Dropout,Dropout,1,Tourism,"(16.999, 19.0]"
1283,Graduate,Graduate,0,Informatics Engineering,"(16.999, 19.0]"
1284,Graduate,Graduate,0,Advertising and Marketing Management,"(19.0, 20.0]"
1285,Dropout,Dropout,1,Basic Education,"(16.999, 19.0]"
1286,Enrolled,Enrolled,0,Communication Design,"(19.0, 20.0]"
1287,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
1288,Graduate,Graduate,0,Journalism and Communication,"(19.0, 20.0]"
1289,Graduate,Graduate,0,Nursing,"(20.0, 25.0]"
1290,Enrolled,Enrolled,0,Informatics Engineering,"(16.999, 19.0]"
1291,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1292,Dropout,Dropout,1,Agronomy,"(20.0, 25.0]"
1293,Graduate,Graduate,0,Informatics Engineering,"(19.0, 20.0]"
1294,Dropout,Dropout,1,Agronomy,"(25.0, 70.0]"
1295,Dropout,Dropout,1,Social Service (evening attendance),"(20.0, 25.0]"
1296,Dropout,Dropout,1,Advertising and Marketing Management,"(25.0, 70.0]"
1297,Dropout,Dropout,1,Nursing,"(25.0, 70.0]"
1298,Graduate,Graduate,0,Management (evening attendance),"(20.0, 25.0]"
1299,Enrolled,Enrolled,0,Tourism,"(25.0, 70.0]"
1300,Dropout,Dropout,1,Management,"(16.999, 19.0]"
1301,Dropout,Dropout,1,Tourism,"(16.999, 19.0]"
1302,Graduate,Graduate,0,Animation and Multimedia Design,"(19.0, 20.0]"
1303,Graduate,Graduate,0,Advertising and Marketing Management,"(20.0, 25.0]"
1304,Graduate,Graduate,0,Journalism and Communication,"(16.999, 19.0]"
1305,Graduate,Graduate,0,Journalism and Communication,"(16.999, 19.0]"
1306,Graduate,Graduate,0,Agronomy,"(20.0, 25.0]"
1307,Graduate,Graduate,0,Management,"(16.999, 19.0]"
1308,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1309,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1310,Graduate,Graduate,0,Management,"(20.0, 25.0]"
1311,Graduate,Graduate,0,Veterinary Nursing,"(16.999, 19.0]"
1312,Graduate,Graduate,0,Journalism and Communication,"(20.0, 25.0]"
1313,Dropout,Dropout,1,Nursing,"(16.999, 19.0]"
1314,Enrolled,Enrolled,0,Advertising and Marketing Management,"(16.999, 19.0]"
1315,Graduate,Graduate,0,Nursing,"(19.0, 20.0]"
1316,Enrolled,Enrolled,0,Veterinary Nursing,"(16.999, 19.0]"
1317,Dropout,Dropout,1,Journalism and Communication,"(16.999, 19.0]"
1318,Dropout,Dropout,1,Tourism,"(16.999, 19.0]"
1319,Graduate,Graduate,0,Basic Education,"(16.999, 19.0]"
1320,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
1321,Enrolled,Enrolled,0,Basic Education,"(19.0, 20.0]"
1322,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1323,Graduate,Graduate,0,Oral Hygiene,"(16.999, 19.0]"
1324,Enrolled,Enrolled,0,Management,"(16.999, 19.0]"
1325,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1326,Enrolled,Enrolled,0,Veterinary Nursing,"(20.0, 25.0]"
1327,Dropout,Dropout,1,Tourism,"(16.999, 19.0]"
1328,Graduate,Graduate,0,Nursing,"(20.0, 25.0]"
1329,Enrolled,Enrolled,0,Veterinary Nursing,"(16.999, 19.0]"
1330,Graduate,Graduate,0,Oral Hygiene,"(16.999, 19.0]"
1331,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1332,Dropout,Dropout,1,Equinculture,"(20.0, 25.0]"
1333,Enrolled,Enrolled,0,Social Service,"(19.0, 20.0]"
1334,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1335,Enrolled,Enrolled,0,Basic Education,"(16.999, 19.0]"
1336,Enrolled,Enrolled,0,Nursing,"(25.0, 70.0]"
1337,Enrolled,Enrolled,0,Management,"(16.999, 19.0]"
1338,Dropout,Dropout,1,Equinculture,"(20.0, 25.0]"
1339,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1340,Graduate,Graduate,0,Social Service,"(20.0, 25.0]"
1341,Graduate,Graduate,0,Journalism and Communication,"(16.999, 19.0]"
1342,Graduate,Graduate,0,Veterinary Nursing,"(19.0, 20.0]"
1343,Graduate,Graduate,0,Basic Education,"(16.999, 19.0]"
1344,Dropout,Dropout,1,Communication Design,"(16.999, 19.0]"
1345,Graduate,Graduate,0,Veterinary Nursing,"(16.999, 19.0]"
1346,Graduate,Graduate,0,Journalism and Communication,"(16.999, 19.0]"
1347,Enrolled,Enrolled,0,Nursing,"(16.999, 19.0]"
1348,Enrolled,Enrolled,0,Veterinary Nursing,"(20.0, 25.0]"
1349,Graduate,Graduate,0,Veterinary Nursing,"(20.0, 25.0]"
1350,Graduate,Graduate,0,Animation and Multimedia Design,"(16.999, 19.0]"
1351,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1352,Graduate,Graduate,0,Communication Design,"(16.999, 19.0]"
1353,Dropout,Dropout,1,Basic Education,"(16.999, 19.0]"
1354,Enrolled,Enrolled,0,Social Service,"(19.0, 20.0]"
1355,Enrolled,Enrolled,0,Veterinary Nursing,"(19.0, 20.0]"
1356,Dropout,Dropout,1,Journalism and Communication,"(25.0, 70.0]"
1357,Dropout,Dropout,1,Tourism,"(25.0, 70.0]"
1358,Dropout,Dropout,1,Animation and Multimedia Design,"(16.999, 19.0]"
1359,Dropout,Dropout,1,Informatics Engineering,"(25.0, 70.0]"
1360,Dropout,Dropout,1,Informatics Engineering,"(16.999, 19.0]"
1361,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1362,Dropout,Dropout,1,Communication Design,"(25.0, 70.0]"
1363,Graduate,Graduate,0,Animation and Multimedia Design,"(20.0, 25.0]"
1364,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1365,Dropout,Dropout,1,Advertising and Marketing Management,"(25.0, 70.0]"
1366,Dropout,Dropout,1,Informatics Engineering,"(19.0, 20.0]"
1367,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1368,Dropout,Dropout,1,Management,"(20.0, 25.0]"
1369,Graduate,Graduate,0,Advertising and Marketing Management,"(20.0, 25.0]"
1370,Graduate,Graduate,0,Social Service (evening attendance),"(25.0, 70.0]"
1371,Graduate,Graduate,0,Nursing,"(19.0, 20.0]"
1372,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
1373,Graduate,Graduate,0,Journalism and Communication,"(16.999, 19.0]"
1374,Dropout,Dropout,1,Oral Hygiene,"(20.0, 25.0]"
1375,Dropout,Dropout,1,Animation and Multimedia Design,"(20.0, 25.0]"
1376,Enrolled,Enrolled,0,Management,"(16.999, 19.0]"
1377,Graduate,Graduate,0,Animation and Multimedia Design,"(16.999, 19.0]"
1378,Dropout,Dropout,1,Communication Design,"(20.0, 25.0]"
1379,Dropout,Dropout,1,Social Service,"(20.0, 25.0]"
1380,Graduate,Graduate,0,Oral Hygiene,"(20.0, 25.0]"
1381,Dropout,Dropout,1,Nursing,"(25.0, 70.0]"
1382,Graduate,Graduate,0,Agronomy,"(25.0, 70.0]"
1383,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1384,Graduate,Graduate,0,Communication Design,"(20.0, 25.0]"
1385,Dropout,Dropout,1,Equinculture,"(20.0, 25.0]"
1386,Dropout,Dropout,1,Equinculture,"(20.0, 25.0]"
1387,Graduate,Graduate,0,Management,"(16.999, 19.0]"
1388,Dropout,Dropout,1,Informatics Engineering,"(16.999, 19.0]"
1389,Enrolled,Enrolled,0,Veterinary Nursing,"(20.0, 25.0]"
1390,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1391,Graduate,Graduate,0,Tourism,"(16.999, 19.0]"
1392,Dropout,Dropout,1,Animation and Multimedia Design,"(19.0, 20.0]"
1393,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
1394,Graduate,Graduate,0,Journalism and Communication,"(16.999, 19.0]"
1395,Graduate,Graduate,0,Tourism,"(16.999, 19.0]"
1396,Enrolled,Enrolled,0,Equinculture,"(19.0, 20.0]"
1397,Graduate,Graduate,0,Communication Design,"(20.0, 25.0]"
1398,Graduate,Graduate,0,Oral Hygiene,"(25.0, 70.0]"
1399,Graduate,Graduate,0,Basic Education,"(16.999, 19.0]"
1400,Enrolled,Enrolled,0,Animation and Multimedia Design,"(16.999, 19.0]"
1401,Graduate,Graduate,0,Tourism,"(16.999, 19.0]"
1402,Graduate,Graduate,0,Veterinary Nursing,"(20.0, 25.0]"
1403,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1404,Dropout,Dropout,1,Management,"(20.0, 25.0]"
1405,Dropout,Dropout,1,Informatics Engineering,"(20.0, 25.0]"
1406,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1407,Enrolled,Enrolled,0,Journalism and Communication,"(16.999, 19.0]"
1408,Dropout,Dropout,1,Tourism,"(20.0, 25.0]"
1409,Graduate,Graduate,0,Management,"(16.999, 19.0]"
1410,Dropout,Dropout,1,Social Service (evening attendance),"(25.0, 70.0]"
1411,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
1412,Graduate,Graduate,0,Advertising and Marketing Management,"(20.0, 25.0]"
1413,Enrolled,Enrolled,0,Journalism and Communication,"(16.999, 19.0]"
1414,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1415,Graduate,Graduate,0,Veterinary Nursing,"(19.0, 20.0]"
1416,Dropout,Dropout,1,Veterinary Nursing,"(16.999, 19.0]"
1417,Graduate,Graduate,0,Advertising and Marketing Management,"(16.999, 19.0]"
1418,Graduate,Graduate,0,Management,"(16.999, 19.0]"
1419,Dropout,Dropout,1,Equinculture,"(20.0, 25.0]"
1420,Dropout,Dropout,1,Basic Education,"(16.999, 19.0]"
1421,Enrolled,Enrolled,0,Management,"(16.999, 19.0]"
1422,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
1423,Graduate,Graduate,0,Tourism,"(16.999, 19.0]"
1424,Enrolled,Enrolled,0,Equinculture,"(16.999, 19.0]"
1425,Graduate,Graduate,0,Animation and Multimedia Design,"(16.999, 19.0]"
1426,Graduate,Graduate,0,Veterinary Nursing,"(20.0, 25.0]"
1427,Enrolled,Enrolled,0,Tourism,"(16.999, 19.0]"
1428,Enrolled,Enrolled,0,Social Service,"(20.0, 25.0]"
1429,Graduate,Graduate,0,Journalism and Communication,"(20.0, 25.0]"
1430,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
1431,Dropout,Dropout,1,Basic Education,"(19.0, 20.0]"
1432,Enrolled,Enrolled,0,Tourism,"(16.999, 19.0]"
1433,Graduate,Graduate,0,Communication Design,"(16.999, 19.0]"
1434,Enrolled,Enrolled,0,Nursing,"(16.999, 19.0]"
1435,Dropout,Dropout,1,Management,"(25.0, 70.0]"
1436,Enrolled,Enrolled,0,Informatics Engineering,"(16.999, 19.0]"
1437,Graduate,Graduate,0,Social Service (evening attendance),"(25.0, 70.0]"
1438,Graduate,Graduate,0,Advertising and Marketing Management,"(16.999, 19.0]"
1439,Graduate,Graduate,0,Veterinary Nursing,"(16.999, 19.0]"
1440,Graduate,Graduate,0,Advertising and Marketing Management,"(16.999, 19.0]"
1441,Graduate,Graduate,0,Animation and Multimedia Design,"(20.0, 25.0]"
1442,Graduate,Graduate,0,Tourism,"(16.999, 19.0]"
1443,Dropout,Dropout,1,Agronomy,"(25.0, 70.0]"
1444,Graduate,Graduate,0,Management (evening attendance),"(25.0, 70.0]"
