,previous_qualification,previous_qualification_grade,mother_s_qualification,father_s_qualification,admission_grade,curricular_units_first_sem_credited,curricular_units_first_sem_enrolled,curricular_units_first_sem_evaluations,curricular_units_first_sem_approved,curricular_units_first_sem_grade,curricular_units_first_sem_without_evaluations,curricular_units_second_sem_credited,curricular_units_second_sem_enrolled,curricular_units_second_sem_evaluations,curricular_units_second_sem_approved,curricular_units_second_sem_grade,curricular_units_second_sem_without_evaluations,first_sem_approval_ratio,first_sem_unapproved_units,first_sem_approved_per_evaluation,first_sem_without_eval_ratio
986,4,150.0,1,1,150.0,0,6,14,6,14.875,0,0,6,12,6,15.8,0,1.0,0,0.42857142857142855,0.0
987,1,134.0,1,1,133.3,0,6,7,5,10.8,1,0,6,6,0,0.0,0,0.8333333333333334,1,0.7142857142857143,0.16666666666666666
988,1,127.0,2,2,115.8,0,6,11,3,12.0,0,0,6,12,2,10.0,0,0.5,3,0.2727272727272727,0.0
989,1,133.1,19,38,100.0,0,6,10,5,12.5,0,0,6,19,2,13.5,0,0.8333333333333334,1,0.5,0.0
990,1,130.0,1,3,128.6,0,7,7,7,14.72857143,0,0,8,11,8,16.32727273,0,1.0,0,1.0,0.0
991,1,135.0,3,3,137.1,0,6,8,6,12.0,0,0,6,8,5,14.8,0,1.0,0,0.75,0.0
992,1,143.0,1,3,149.0,0,6,8,6,11.42857143,0,0,6,7,6,11.0,0,1.0,0,0.75,0.0
993,39,150.0,3,19,147.0,3,6,6,6,14.16666667,0,2,6,6,6,13.5,0,1.0,0,1.0,0.0
994,3,150.0,37,37,150.0,1,6,12,5,12.5,0,0,6,10,5,14.6,0,0.8333333333333334,1,0.4166666666666667,0.0
995,1,130.0,37,37,103.5,0,6,6,6,14.16666667,0,0,6,6,6,14.33333333,0,1.0,0,1.0,0.0
996,1,113.0,3,1,107.8,0,7,10,5,14.46,0,0,7,8,6,13.55,0,0.7142857142857143,2,0.5,0.0
997,39,130.0,19,1,130.0,0,6,12,5,12.8,0,0,6,19,2,11.5,0,0.8333333333333334,1,0.4166666666666667,0.0
998,1,115.0,1,19,109.4,0,6,8,6,12.66666667,0,0,6,8,5,13.4,0,1.0,0,0.75,0.0
999,1,146.0,34,34,143.6,0,6,6,6,12.5,0,0,6,6,6,13.0,0,1.0,0,1.0,0.0
1000,1,132.0,38,1,124.3,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.0,6,0.0,0.0
1001,1,116.0,19,38,119.5,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.0,6,0.0,0.0
1002,1,163.0,3,4,175.6,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
1003,1,122.0,19,19,116.1,0,5,8,5,11.2,0,0,5,5,3,11.0,0,1.0,0,0.625,0.0
1004,1,136.0,1,3,126.6,0,6,6,6,16.5,0,0,6,7,6,17.42857143,0,1.0,0,1.0,0.0
1005,1,142.0,3,19,130.8,0,5,9,3,13.66666667,1,0,5,5,5,12.0,0,0.6,2,0.3333333333333333,0.2
1006,1,139.0,37,37,133.5,0,8,8,7,15.22857143,0,0,8,8,7,15.22857143,0,0.875,1,0.875,0.0
1007,42,140.0,37,37,136.9,5,9,10,9,12.77777778,0,4,9,9,9,13.22222222,0,1.0,0,0.9,0.0
1008,1,165.0,19,37,142.3,0,8,8,7,14.42857143,0,0,8,8,7,14.42857143,0,0.875,1,0.875,0.0
1009,1,122.0,1,38,114.3,0,6,8,6,13.875,0,0,6,7,6,13.71428571,0,1.0,0,0.75,0.0
1010,1,135.0,19,19,122.9,0,7,10,7,13.128,0,0,8,13,6,13.19333333,0,1.0,0,0.7,0.0
1011,1,128.0,19,1,117.2,0,7,9,6,11.605,0,0,8,10,7,12.4125,0,0.8571428571428571,1,0.6666666666666666,0.0
1012,1,139.0,1,38,152.0,0,5,5,5,14.6,0,0,5,8,5,12.0,0,1.0,0,1.0,0.0
1013,1,125.0,19,1,122.2,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.0,6,0.0,0.0
1014,1,102.0,37,38,101.7,0,5,6,5,11.8,0,0,5,6,5,11.6,0,1.0,0,0.8333333333333334,0.0
1015,1,116.0,19,19,119.9,0,6,6,6,12.33333333,0,0,6,6,6,12.33333333,0,1.0,0,1.0,0.0
1016,1,138.0,37,1,123.7,0,5,5,4,11.0,0,0,5,5,0,0.0,0,0.8,1,0.8,0.0
1017,1,135.0,3,1,121.8,5,11,11,11,13.18181818,0,5,11,11,11,12.90909091,0,1.0,0,1.0,0.0
1018,1,110.0,19,37,106.1,0,6,6,1,11.0,0,0,6,0,0,0.0,0,0.16666666666666666,5,0.16666666666666666,0.0
1019,1,132.0,1,1,124.3,0,6,6,6,11.83333333,0,0,6,7,6,12.28571429,0,1.0,0,1.0,0.0
1020,1,126.0,1,38,124.3,0,8,8,8,12.98125,0,0,8,8,8,12.98125,0,1.0,0,1.0,0.0
1021,39,117.4,19,1,117.4,4,7,10,6,11.33333333,0,1,5,6,5,11.2,0,0.8571428571428571,1,0.6,0.0
1022,1,120.0,41,3,112.7,0,8,12,6,11.68,0,0,8,12,6,11.68,0,0.75,2,0.5,0.0
1023,1,116.0,38,38,123.7,0,6,6,6,14.5,0,0,6,7,6,13.5,0,1.0,0,1.0,0.0
1024,1,111.0,38,38,105.8,0,7,7,7,13.14285714,0,0,7,8,7,12.85714286,0,1.0,0,1.0,0.0
1025,1,128.0,1,19,124.2,0,5,8,2,11.5,0,0,5,7,2,10.5,0,0.4,3,0.25,0.0
1026,1,123.0,30,19,122.3,0,5,6,5,14.2,0,0,5,7,5,11.8,0,1.0,0,0.8333333333333334,0.0
1027,1,131.0,19,37,123.7,0,6,8,5,11.66666667,0,0,6,7,5,12.2,0,0.8333333333333334,1,0.625,0.0
1028,1,135.0,19,19,129.8,0,7,8,7,13.175,0,0,8,8,8,14.875,0,1.0,0,0.875,0.0
1029,1,136.0,1,1,123.8,0,8,8,7,13.31428571,0,0,8,8,7,13.31428571,0,0.875,1,0.875,0.0
1030,1,132.0,1,19,126.4,0,5,13,3,10.6,0,0,5,12,3,10.5,0,0.6,2,0.23076923076923078,0.0
1031,1,120.0,19,37,115.1,0,6,11,4,12.0,0,0,6,8,4,10.75,0,0.6666666666666666,2,0.36363636363636365,0.0
1032,1,144.0,37,37,138.4,0,6,7,6,13.42857143,0,0,6,7,6,14.14285714,0,1.0,0,0.8571428571428571,0.0
1033,1,129.0,1,37,118.2,0,5,7,4,13.25,0,0,5,8,5,15.57142857,0,0.8,1,0.5714285714285714,0.0
1034,1,136.0,38,19,121.7,0,6,6,2,13.0,0,0,6,6,0,0.0,0,0.3333333333333333,4,0.3333333333333333,0.0
1035,1,125.0,1,38,118.0,0,6,6,6,14.33333333,0,0,6,7,6,14.0,0,1.0,0,1.0,0.0
1036,1,125.0,1,38,119.8,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.0,6,0.0,0.0
1037,1,154.0,1,3,164.9,0,6,6,6,14.0,0,0,6,6,6,13.16666667,0,1.0,0,1.0,0.0
1038,1,100.0,1,38,100.0,1,2,2,2,12.0,0,1,6,11,6,12.83333333,0,1.0,0,1.0,0.0
1039,1,124.0,3,1,121.6,0,6,9,5,12.33333333,0,0,6,10,5,10.6,0,0.8333333333333334,1,0.5555555555555556,0.0
1040,1,126.0,1,19,120.4,0,6,8,5,11.8,0,0,6,7,5,10.4,1,0.8333333333333334,1,0.625,0.0
1041,1,124.0,37,37,117.8,0,8,8,7,12.79142857,1,0,8,8,7,12.79142857,1,0.875,1,0.875,0.125
1042,1,150.0,37,37,110.0,4,8,8,8,11.625,0,3,7,12,5,11.2,0,1.0,0,1.0,0.0
1043,1,133.0,38,38,128.8,0,7,11,6,11.99444444,0,0,8,11,7,12.43142857,0,0.8571428571428571,1,0.5454545454545454,0.0
1044,1,126.0,19,19,116.6,0,6,9,5,11.6,0,0,6,12,5,12.2,0,0.8333333333333334,1,0.5555555555555556,0.0
1045,40,120.0,1,19,120.0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,0.0,5,0.0,0.0
1046,1,175.0,3,38,157.5,0,6,8,6,13.16666667,0,0,6,7,6,13.16666667,0,1.0,0,0.75,0.0
1047,1,141.0,2,1,136.3,0,8,8,7,14.1,0,0,8,8,7,14.1,0,0.875,1,0.875,0.0
1048,1,133.0,1,19,121.5,0,7,8,6,12.39666667,0,0,8,9,7,12.94285714,0,0.8571428571428571,1,0.75,0.0
1049,1,143.0,38,38,133.9,0,7,7,7,15.01428571,0,0,8,8,8,16.0875,0,1.0,0,1.0,0.0
1050,1,141.0,1,38,136.8,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
1051,1,134.0,19,37,133.5,0,7,8,7,14.05,0,0,8,8,8,15.1,0,1.0,0,0.875,0.0
1052,1,138.0,3,3,130.0,0,7,8,7,14.85,0,0,8,8,8,15.2,0,1.0,0,0.875,0.0
1053,39,140.0,3,3,140.0,0,6,10,6,13.0,0,0,6,19,5,13.0,0,1.0,0,0.6,0.0
1054,1,142.0,37,37,132.7,0,7,8,7,14.7875,0,0,8,8,8,15.8625,0,1.0,0,0.875,0.0
1055,1,118.0,19,19,117.8,0,7,7,7,13.7,0,0,8,9,7,14.67142857,0,1.0,0,1.0,0.0
1056,1,131.0,1,37,126.1,0,7,7,7,12.49571429,0,0,8,9,7,12.24285714,0,1.0,0,1.0,0.0
1057,1,130.0,1,38,120.0,0,7,7,6,14.56666667,0,0,7,7,6,14.56666667,0,0.8571428571428571,1,0.8571428571428571,0.0
1058,12,133.1,1,19,100.0,0,5,5,5,11.2,0,0,5,5,4,11.25,0,1.0,0,1.0,0.0
1059,1,130.0,19,19,116.8,0,8,8,7,12.68571429,0,0,8,8,7,12.68571429,0,0.875,1,0.875,0.0
1060,42,130.0,1,19,128.3,5,9,12,7,13.57142857,0,4,9,14,4,13.25,0,0.7777777777777778,2,0.5833333333333334,0.0
1061,1,133.1,19,19,117.0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.0,6,0.0,0.0
1062,1,130.0,37,11,131.5,0,6,8,5,11.0,0,0,6,7,6,11.16666667,0,0.8333333333333334,1,0.625,0.0
1063,1,149.0,19,1,134.8,0,8,8,8,14.445,0,0,8,8,8,14.445,0,1.0,0,1.0,0.0
1064,1,163.0,19,1,146.6,0,6,9,5,13.6,0,0,6,10,4,11.75,0,0.8333333333333334,1,0.5555555555555556,0.0
1065,40,130.0,19,1,130.0,7,12,12,11,14.0,0,4,10,11,8,14.625,0,0.9166666666666666,1,0.9166666666666666,0.0
1066,1,145.0,38,37,127.5,0,7,7,6,13.41666667,0,0,7,7,6,13.41666667,0,0.8571428571428571,1,0.8571428571428571,0.0
1067,1,130.0,37,38,123.0,0,5,8,5,12.33333333,2,0,5,7,5,11.4,0,1.0,0,0.625,0.4
1068,1,128.0,1,19,100.0,0,7,8,7,13.1,0,0,8,8,8,14.8125,0,1.0,0,0.875,0.0
1069,1,111.0,19,19,114.2,0,6,9,4,13.2,0,0,6,10,5,12.8,0,0.6666666666666666,2,0.4444444444444444,0.0
1070,1,140.0,1,1,123.5,0,8,8,8,14.75,0,0,8,8,8,14.75,0,1.0,0,1.0,0.0
1071,39,140.0,19,19,144.3,3,6,7,6,13.14285714,0,2,6,6,6,14.33333333,0,1.0,0,0.8571428571428571,0.0
1072,1,145.0,38,37,142.2,0,6,9,4,12.5,0,0,6,9,5,12.5,0,0.6666666666666666,2,0.4444444444444444,0.0
1073,1,151.0,3,3,161.9,0,5,6,4,13.75,0,0,5,8,5,14.85714286,0,0.8,1,0.6666666666666666,0.0
1074,1,132.0,37,37,135.9,0,6,11,5,12.4,0,0,6,7,6,13.0,0,0.8333333333333334,1,0.45454545454545453,0.0
1075,1,116.0,19,19,110.1,0,6,6,6,13.33333333,0,0,6,6,6,12.0,0,1.0,0,1.0,0.0
1076,1,120.0,19,38,122.5,11,11,11,11,11.72727273,0,8,8,8,8,12.0,0,1.0,0,1.0,0.0
1077,1,158.0,37,37,138.1,0,6,8,4,12.5,0,0,6,11,1,14.0,0,0.6666666666666666,2,0.5,0.0
1078,1,116.0,3,1,117.3,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
1079,1,112.0,1,37,106.8,0,7,8,6,13.53333333,0,0,8,9,7,13.61428571,0,0.8571428571428571,1,0.75,0.0
1080,1,126.0,1,19,120.1,0,6,6,6,13.16666667,0,0,6,6,6,12.66666667,0,1.0,0,1.0,0.0
1081,1,120.0,19,19,116.5,0,6,9,5,13.2,0,0,6,8,5,11.0,0,0.8333333333333334,1,0.5555555555555556,0.0
1082,1,117.0,5,1,120.0,0,6,7,5,12.2,0,0,6,7,4,12.6,0,0.8333333333333334,1,0.7142857142857143,0.0
1083,1,153.0,1,19,139.7,0,7,7,7,13.42857143,0,0,7,7,7,14.85714286,0,1.0,0,1.0,0.0
1084,1,124.0,19,1,123.7,1,6,8,6,12.71428571,1,0,6,8,6,12.625,0,1.0,0,0.75,0.16666666666666666
1085,1,127.0,3,1,116.5,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.0,6,0.0,0.0
1086,1,126.0,12,38,122.2,0,6,6,6,13.66666667,0,0,6,9,6,13.66666667,0,1.0,0,1.0,0.0
1087,1,133.1,38,19,146.0,0,6,6,5,11.0,0,0,6,6,6,13.16666667,0,0.8333333333333334,1,0.8333333333333334,0.0
1088,1,114.0,1,1,108.8,0,7,11,5,11.4,0,0,7,9,6,13.33333333,0,0.7142857142857143,2,0.45454545454545453,0.0
1089,1,133.0,19,19,133.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
1090,1,130.0,1,1,123.8,0,5,7,4,12.0,0,0,5,6,5,12.0,0,0.8,1,0.5714285714285714,0.0
1091,1,127.0,19,19,120.0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,0.0,6,0.0,0.0
1092,1,143.0,37,38,126.9,0,6,14,5,11.0,0,0,6,6,6,11.66666667,0,0.8333333333333334,1,0.35714285714285715,0.0
1093,1,130.0,19,19,121.3,0,6,12,5,12.0,0,0,6,8,6,11.57142857,0,0.8333333333333334,1,0.4166666666666667,0.0
1094,1,136.0,19,1,129.0,0,7,7,7,13.30857143,0,0,8,10,8,12.55,0,1.0,0,1.0,0.0
1095,1,125.0,37,37,114.9,0,6,8,3,13.66666667,0,0,6,7,3,10.66666667,0,0.5,3,0.375,0.0
1096,3,110.0,12,3,106.5,0,6,6,0,0.0,0,0,6,9,0,0.0,0,0.0,6,0.0,0.0
1097,1,130.0,37,38,133.9,0,6,10,5,12.2,0,0,6,8,4,11.25,0,0.8333333333333334,1,0.5,0.0
1098,1,135.0,1,4,124.9,0,6,7,6,12.66666667,0,0,6,6,6,12.83333333,0,1.0,0,0.8571428571428571,0.0
1099,1,133.0,19,37,128.5,0,8,8,8,14.07125,0,0,8,8,8,14.07125,0,1.0,0,1.0,0.0
1100,6,122.0,19,19,126.2,0,5,14,4,14.25,3,0,5,9,5,13.2,4,0.8,1,0.2857142857142857,0.6
1101,1,122.0,19,19,121.7,0,6,0,0,0.0,0,0,2,2,0,0.0,2,0.0,6,0.0,0.0
1102,1,121.0,38,38,120.0,0,6,10,3,12.0,0,0,6,8,4,10.25,0,0.5,3,0.3,0.0
1103,1,123.0,3,19,113.2,3,10,18,6,11.16666667,2,4,10,16,7,10.57142857,0,0.6,4,0.3333333333333333,0.2
1104,1,128.0,19,19,120.3,0,6,12,2,13.0,0,0,6,8,5,11.6,0,0.3333333333333333,4,0.16666666666666666,0.0
1105,1,139.0,37,38,127.8,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
1106,1,124.0,34,34,123.3,0,8,8,7,14.90142857,1,0,8,8,7,14.90142857,1,0.875,1,0.875,0.125
1107,1,135.0,38,19,126.3,0,7,8,7,12.65,0,0,8,9,8,12.44555556,0,1.0,0,0.875,0.0
1108,42,110.0,19,37,128.2,7,12,12,7,11.0,0,5,5,5,5,10.6,0,0.5833333333333334,5,0.5833333333333334,0.0
1109,1,138.0,19,36,134.9,0,5,7,4,12.4,0,0,5,9,5,12.66666667,0,0.8,1,0.5714285714285714,0.0
1110,39,140.0,38,38,140.0,0,6,7,6,12.0,0,0,6,7,6,12.66666667,0,1.0,0,0.8571428571428571,0.0
1111,1,126.0,1,19,115.5,0,7,8,7,12.13571429,0,0,8,10,7,13.32857143,0,1.0,0,0.875,0.0
1112,1,113.0,38,19,106.7,0,7,10,5,12.62,0,0,7,8,6,12.5,0,0.7142857142857143,2,0.5,0.0
1113,1,120.0,38,38,140.0,0,5,11,3,10.66666667,0,0,5,11,3,11.33333333,0,0.6,2,0.2727272727272727,0.0
1114,1,145.0,19,19,136.6,0,7,12,6,13.76666667,0,0,8,10,7,14.05142857,0,0.8571428571428571,1,0.5,0.0
1115,1,124.0,38,37,119.3,0,8,8,8,13.11625,0,0,8,8,8,13.11625,0,1.0,0,1.0,0.0
1116,1,160.0,3,38,152.0,0,5,5,0,0.0,0,0,6,0,0,0.0,0,0.0,5,0.0,0.0
1117,1,138.0,38,19,144.3,0,7,9,6,12.7,0,0,8,8,7,13.57142857,0,0.8571428571428571,1,0.6666666666666666,0.0
1118,1,130.0,37,37,159.0,0,7,11,7,11.85714286,0,0,8,21,5,11.7,0,1.0,0,0.6363636363636364,0.0
1119,1,127.0,19,38,129.5,0,7,7,6,12.33333333,0,0,7,7,6,12.33333333,0,0.8571428571428571,1,0.8571428571428571,0.0
1120,1,170.0,38,19,140.0,0,6,9,4,15.75,0,0,6,10,5,16.4,0,0.6666666666666666,2,0.4444444444444444,0.0
1121,1,111.0,1,1,105.4,0,5,6,5,13.33333333,0,0,5,6,5,13.2,0,1.0,0,0.8333333333333334,0.0
1122,1,100.0,1,19,136.0,4,7,9,7,14.35555556,0,5,8,8,8,13.49375,0,1.0,0,0.7777777777777778,0.0
1123,39,160.0,37,38,160.0,0,6,8,6,13.0,0,0,6,11,5,13.0,0,1.0,0,0.75,0.0
1124,1,152.0,38,37,139.1,0,6,6,6,12.83333333,0,0,6,6,6,13.5,0,1.0,0,1.0,0.0
1125,1,144.0,37,38,126.9,0,5,5,5,13.2,0,0,5,5,4,13.0,0,1.0,0,1.0,0.0
1126,3,133.8,3,37,184.0,0,7,9,7,17.00555556,0,1,8,9,8,16.58222222,0,1.0,0,0.7777777777777778,0.0
1127,1,125.0,37,38,125.0,0,6,8,5,10.6,0,0,6,8,5,11.0,0,0.8333333333333334,1,0.625,0.0
1128,1,150.0,37,37,138.5,0,5,5,5,14.0,0,0,5,6,5,13.6,0,1.0,0,1.0,0.0
1129,1,143.0,37,38,133.5,0,8,8,7,12.11428571,0,0,8,8,7,12.11428571,0,0.875,1,0.875,0.0
1130,1,145.0,19,37,141.5,0,8,8,8,13.05875,0,0,8,8,8,13.05875,0,1.0,0,1.0,0.0
1131,1,120.0,1,2,130.0,4,8,8,7,13.28571429,0,4,8,8,7,13.28571429,0,0.875,1,0.875,0.0
1132,1,138.0,37,37,131.0,0,5,9,4,11.0,0,0,5,8,3,10.66666667,0,0.8,1,0.4444444444444444,0.0
1133,1,145.0,19,1,145.0,0,7,7,7,14.07142857,0,0,8,8,8,15.1625,0,1.0,0,1.0,0.0
1134,1,122.0,37,37,114.3,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.0,6,0.0,0.0
1135,39,110.0,37,37,108.3,4,9,9,4,11.25,0,3,10,12,3,11.0,0,0.4444444444444444,5,0.4444444444444444,0.0
1136,1,136.0,37,38,125.2,0,6,6,6,14.0,0,0,6,8,6,13.625,0,1.0,0,1.0,0.0
1137,1,145.0,1,38,131.7,0,6,8,6,12.16666667,0,0,6,11,3,11.66666667,0,1.0,0,0.75,0.0
1138,1,141.0,38,37,126.3,0,8,8,7,13.29714286,0,0,8,8,7,13.29714286,0,0.875,1,0.875,0.0
1139,1,149.0,19,19,147.6,0,6,14,6,13.92307692,0,0,6,9,6,14.25,0,1.0,0,0.42857142857142855,0.0
1140,1,130.0,38,19,125.1,0,7,11,7,13.37,0,0,8,13,7,12.83333333,0,1.0,0,0.6363636363636364,0.0
1141,1,121.0,19,38,123.8,0,5,5,5,12.4,0,0,5,8,3,11.0,0,1.0,0,1.0,0.0
1142,1,128.0,1,1,130.8,0,5,5,4,15.0,0,0,5,5,4,13.75,0,0.8,1,0.8,0.0
1143,1,152.0,19,19,154.1,0,6,6,6,13.33333333,0,0,6,7,6,12.57142857,0,1.0,0,1.0,0.0
1144,1,132.0,37,37,122.6,0,5,8,3,12.0,0,0,5,9,4,12.625,0,0.6,2,0.375,0.0
1145,1,107.0,19,11,103.5,0,6,7,5,13.4,0,0,6,9,5,12.2,0,0.8333333333333334,1,0.7142857142857143,0.0
1146,1,131.0,19,38,132.8,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
1147,1,141.0,19,38,100.0,1,5,9,4,11.5,0,1,5,5,5,11.4,0,0.8,1,0.4444444444444444,0.0
1148,1,120.0,1,1,115.8,0,7,12,6,12.0,0,0,7,11,6,12.16666667,0,0.8571428571428571,1,0.5,0.0
1149,1,148.0,19,19,133.8,0,8,8,7,13.48571429,0,0,8,8,7,13.48571429,0,0.875,1,0.875,0.0
1150,1,130.0,12,19,118.5,0,6,6,6,12.0,0,0,6,8,6,11.28571429,0,1.0,0,1.0,0.0
1151,1,145.0,37,37,150.3,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
1152,1,112.0,1,19,107.8,0,5,7,3,10.33333333,0,0,5,11,3,14.42857143,0,0.6,2,0.42857142857142855,0.0
1153,1,138.0,38,1,127.5,0,7,10,5,12.94,0,0,7,7,5,13.76,0,0.7142857142857143,2,0.5,0.0
1154,1,135.0,1,37,120.5,0,8,11,7,13.25857143,0,0,8,11,7,13.25857143,0,0.875,1,0.6363636363636364,0.0
1155,1,118.0,1,2,117.3,0,5,9,4,12.25,0,0,5,10,4,12.0,0,0.8,1,0.4444444444444444,0.0
1156,1,123.0,38,37,120.6,0,6,9,3,11.66666667,0,0,6,15,1,10.0,0,0.5,3,0.3333333333333333,0.0
1157,1,126.0,38,37,118.7,0,6,7,6,13.57142857,0,0,6,6,6,12.5,0,1.0,0,0.8571428571428571,0.0
1158,1,150.0,1,37,130.8,0,6,9,5,11.8,0,0,6,9,5,11.83333333,0,0.8333333333333334,1,0.5555555555555556,0.0
1159,1,121.0,19,19,112.6,0,5,7,5,14.2,0,0,5,7,5,13.28571429,0,1.0,0,0.7142857142857143,0.0
1160,19,133.1,37,37,117.2,0,5,8,5,11.0,0,0,5,6,5,11.8,1,1.0,0,0.625,0.0
1161,40,130.0,37,37,130.0,0,7,16,4,13.625,0,0,7,8,7,12.6375,0,0.5714285714285714,3,0.25,0.0
1162,1,139.0,38,1,131.8,0,8,8,7,14.65285714,0,0,8,8,7,14.65285714,0,0.875,1,0.875,0.0
1163,1,160.0,37,37,97.0,0,6,9,6,11.33333333,0,0,6,6,6,11.33333333,0,1.0,0,0.6666666666666666,0.0
1164,1,110.0,37,37,130.0,0,7,12,4,13.7,0,0,7,7,0,0.0,0,0.5714285714285714,3,0.3333333333333333,0.0
1165,40,140.0,19,37,148.0,7,11,11,11,13.72727273,0,4,8,8,8,14.75,0,1.0,0,1.0,0.0
1166,3,130.0,3,37,103.4,4,7,9,7,11.75,0,3,8,12,7,11.14285714,0,1.0,0,0.7777777777777778,0.0
1167,1,132.0,19,19,127.1,0,6,9,6,12.33333333,0,0,6,11,5,13.0,0,1.0,0,0.6666666666666666,0.0
1168,1,139.0,3,1,124.0,0,6,6,6,14.0,0,0,6,7,6,13.85714286,0,1.0,0,1.0,0.0
1169,1,135.0,19,37,121.4,0,5,7,4,11.5,0,0,5,6,4,11.75,0,0.8,1,0.5714285714285714,0.0
1170,1,117.0,38,19,118.1,0,5,6,5,11.2,0,0,5,5,5,13.2,0,1.0,0,0.8333333333333334,0.0
1171,1,137.0,1,19,121.3,0,8,8,7,15.07,0,0,8,8,7,15.07,0,0.875,1,0.875,0.0
1172,1,144.0,34,34,119.5,0,5,6,1,10.0,0,0,5,7,1,12.0,0,0.2,4,0.16666666666666666,0.0
1173,1,130.0,1,1,115.2,0,5,5,4,12.0,0,0,5,6,5,12.66666667,0,0.8,1,0.8,0.0
1174,1,140.0,1,37,130.2,0,6,11,4,13.0,0,0,6,11,4,12.6,0,0.6666666666666666,2,0.36363636363636365,0.0
1175,1,130.0,19,1,130.0,0,6,7,4,11.0,0,0,6,7,3,11.25,0,0.6666666666666666,2,0.5714285714285714,0.0
1176,1,130.0,37,37,126.9,0,6,8,6,13.57142857,0,0,6,11,5,12.16666667,0,1.0,0,0.75,0.0
1177,1,152.0,2,1,168.5,0,6,7,5,14.6,0,0,6,6,5,14.2,0,0.8333333333333334,1,0.7142857142857143,0.0
1178,1,133.1,37,37,130.0,0,7,13,3,11.83333333,0,0,7,14,2,10.0,0,0.42857142857142855,4,0.23076923076923078,0.0
1179,1,140.0,38,37,122.8,0,7,11,7,12.625,0,0,8,11,8,12.5125,0,1.0,0,0.6363636363636364,0.0
1180,1,133.1,37,37,110.0,0,7,12,4,11.5,0,0,7,14,3,12.33333333,0,0.5714285714285714,3,0.3333333333333333,0.0
1181,1,140.0,1,1,127.1,0,5,8,4,13.25,1,0,5,10,4,10.5,0,0.8,1,0.5,0.2
1182,1,133.1,19,19,108.5,0,7,9,7,12.60625,0,0,8,12,6,11.9,0,1.0,0,0.7777777777777778,0.0
1183,42,140.0,19,38,138.2,7,10,15,8,13.75,0,4,9,17,5,13.2,0,0.8,2,0.5333333333333333,0.0
1184,1,133.1,19,38,96.0,0,7,10,6,13.59833333,0,0,8,11,6,11.93333333,0,0.8571428571428571,1,0.6,0.0
1185,1,135.0,19,19,124.5,0,6,11,5,11.14285714,0,0,6,8,6,12.28571429,0,0.8333333333333334,1,0.45454545454545453,0.0
1186,3,120.0,37,19,120.0,7,11,11,11,12.7,0,6,10,12,10,12.96818182,0,1.0,0,1.0,0.0
1187,1,140.0,37,37,132.3,0,5,9,1,10.0,0,0,5,10,1,11.0,0,0.2,4,0.1111111111111111,0.0
1188,1,128.0,19,1,120.7,0,6,8,6,11.66666667,0,0,6,10,4,11.5,0,1.0,0,0.75,0.0
1189,1,141.0,1,19,132.6,0,6,8,6,14.0,0,0,6,7,6,13.14285714,0,1.0,0,0.75,0.0
1190,3,140.0,34,34,140.0,0,5,9,0,0.0,4,0,5,9,0,0.0,3,0.0,5,0.0,0.8
1191,1,139.0,1,1,124.5,0,8,9,7,12.04142857,0,0,8,9,7,12.04142857,0,0.875,1,0.7777777777777778,0.0
1192,1,142.0,19,19,142.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
1193,40,130.0,1,1,130.0,12,13,14,13,13.76923077,0,9,12,16,12,14.58333333,0,1.0,0,0.9285714285714286,0.0
1194,1,130.0,38,37,144.0,13,18,20,18,15.44444444,0,11,13,13,13,15.30769231,0,1.0,0,0.9,0.0
1195,1,125.0,19,19,128.5,0,7,9,6,11.5,0,0,7,8,7,12.71428571,0,0.8571428571428571,1,0.6666666666666666,0.0
1196,3,140.0,37,2,140.0,0,3,3,2,10.0,0,0,6,0,0,0.0,0,0.6666666666666666,1,0.6666666666666666,0.0
1197,1,120.0,1,37,113.9,0,6,8,4,12.25,0,0,6,13,3,10.33333333,0,0.6666666666666666,2,0.5,0.0
1198,1,147.0,1,19,137.2,0,6,6,6,14.5,0,0,6,6,6,15.16666667,0,1.0,0,1.0,0.0
1199,40,140.0,1,19,140.0,0,6,7,6,15.57142857,0,0,6,8,6,16.375,0,1.0,0,0.8571428571428571,0.0
