,marital_status,application_mode,application_order,course,daytime_evening_attendance,previous_qualification,previous_qualification_grade,nacionality,mother_s_qualification,father_s_qualification,mother_s_occupation,father_s_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,curricular_units_first_sem_credited,curricular_units_first_sem_enrolled,curricular_units_first_sem_evaluations,curricular_units_first_sem_approved,curricular_units_first_sem_grade,curricular_units_first_sem_without_evaluations,curricular_units_second_sem_credited,curricular_units_second_sem_enrolled,curricular_units_second_sem_evaluations,curricular_units_second_sem_approved,curricular_units_second_sem_grade,curricular_units_second_sem_without_evaluations,unemployment_rate,inflation_rate,gdp,target,target_original,is_dropout,course_name,first_sem_approval_ratio,first_sem_unapproved_units,first_sem_approved_per_evaluation,first_sem_without_eval_ratio,financial_risk_flag,age_quantile_group
741,1,1,1,9254,1,1,136.0,1,3,3,2,2,128.7,0,0,0,1,1,0,19,0,0,6,7,6,14.42857143,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate,Graduate,0,Tourism,1.0,0,0.8571428571428571,0.0,0,"(16.999, 19.0]"
742,1,17,3,9500,1,1,142.0,1,3,3,3,3,132.9,1,0,0,1,1,0,18,0,0,7,8,5,14.2,0,0,7,9,6,12.4,0,12.4,0.5,1.79,Dropout,Dropout,1,Nursing,0.7142857142857143,2,0.625,0.0,0,"(16.999, 19.0]"
743,1,39,1,9991,0,1,150.0,1,1,19,4,8,123.0,0,0,0,1,1,0,27,0,0,5,8,4,11.5,0,0,5,9,3,10.33333333,0,12.7,3.7,-1.7,Dropout,Dropout,1,Management (evening attendance),0.8,1,0.5,0.0,0,"(25.0, 70.0]"
744,1,39,1,9773,1,12,120.0,1,1,1,9,9,129.8,1,0,0,1,1,0,52,0,0,6,7,5,13.0,0,0,6,6,6,15.0,0,9.4,-0.8,-3.12,Graduate,Graduate,0,Journalism and Communication,0.8333333333333334,1,0.7142857142857143,0.0,0,"(25.0, 70.0]"
745,2,43,1,9003,1,1,149.0,1,1,1,4,5,156.1,1,0,0,0,1,0,29,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout,Dropout,1,Agronomy,0.0,6,0.0,0.0,1,"(25.0, 70.0]"
746,1,51,1,9003,1,39,130.0,1,1,19,4,4,120.0,1,0,1,0,1,0,22,0,0,6,12,3,11.33333333,0,0,6,13,2,11.0,0,8.9,1.4,3.51,Dropout,Dropout,1,Agronomy,0.5,3,0.25,0.0,1,"(20.0, 25.0]"
747,1,43,1,9085,1,1,110.0,25,38,38,9,6,117.2,1,0,0,1,1,0,28,1,13,18,45,18,12.5,12,10,13,26,12,11.42857143,6,15.5,2.8,-4.06,Graduate,Graduate,0,Veterinary Nursing,1.0,0,0.4,0.6666666666666666,0,"(25.0, 70.0]"
748,1,39,1,9670,1,6,133.1,1,1,1,90,3,107.0,1,0,0,1,1,0,30,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Dropout,1,Advertising and Marketing Management,0.0,5,0.0,0.0,0,"(25.0, 70.0]"
749,1,1,2,9500,1,1,134.0,1,1,1,5,3,128.4,1,0,0,1,0,0,18,0,0,7,7,7,13.47142857,0,0,8,9,8,13.94444444,0,16.2,0.3,-0.92,Graduate,Graduate,0,Nursing,1.0,0,1.0,0.0,0,"(16.999, 19.0]"
750,1,1,2,9670,1,1,130.0,1,38,37,5,5,123.4,1,0,0,1,0,0,21,0,0,5,5,4,11.75,0,0,5,5,3,13.33333333,0,9.4,-0.8,-3.12,Graduate,Graduate,0,Advertising and Marketing Management,0.8,1,0.8,0.0,0,"(20.0, 25.0]"
751,1,1,1,9070,1,1,141.0,1,37,37,9,9,126.7,1,0,1,1,0,1,20,0,0,6,9,6,13.33333333,0,0,6,10,6,14.66666667,0,12.7,3.7,-1.7,Graduate,Graduate,0,Communication Design,1.0,0,0.6666666666666666,0.0,1,"(19.0, 20.0]"
752,1,42,1,9500,1,1,123.0,1,37,37,3,3,123.0,1,0,0,1,0,1,21,0,0,8,8,8,13.105,0,0,8,8,8,13.105,0,9.4,-0.8,-3.12,Graduate,Graduate,0,Nursing,1.0,0,1.0,0.0,0,"(20.0, 25.0]"
753,2,39,1,9991,0,19,133.1,1,19,37,7,9,137.2,0,0,1,0,0,0,32,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout,Dropout,1,Management (evening attendance),0.0,5,0.0,0.0,1,"(25.0, 70.0]"
754,1,1,3,9070,1,1,122.0,1,37,37,9,9,125.9,1,0,0,1,1,1,20,0,0,6,6,6,15.5,0,0,6,7,6,12.16666667,0,12.4,0.5,1.79,Graduate,Graduate,0,Communication Design,1.0,0,1.0,0.0,0,"(19.0, 20.0]"
755,1,1,4,171,1,1,132.0,1,1,19,4,5,138.0,1,0,1,0,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,Dropout,1,Animation and Multimedia Design,0.0,0,0.0,0.0,1,"(16.999, 19.0]"
756,1,15,1,9670,1,1,133.1,41,1,1,9,5,128.2,0,0,1,0,1,0,18,1,0,6,6,4,11.25,0,0,6,7,3,12.33333333,0,8.9,1.4,3.51,Dropout,Dropout,1,Advertising and Marketing Management,0.6666666666666666,2,0.6666666666666666,0.0,1,"(16.999, 19.0]"
757,1,43,1,9991,0,1,130.0,1,37,2,9,4,126.5,1,0,0,0,1,0,23,0,10,15,24,12,11.0,0,10,14,21,11,11.36363636,1,7.6,2.6,0.32,Dropout,Dropout,1,Management (evening attendance),0.8,3,0.5,0.0,1,"(20.0, 25.0]"
758,1,1,1,9254,1,1,111.0,1,1,1,3,3,112.4,1,0,0,1,1,0,20,0,0,6,10,6,12.33333333,0,0,6,9,4,13.0,0,12.4,0.5,1.79,Graduate,Graduate,0,Tourism,1.0,0,0.6,0.0,0,"(19.0, 20.0]"
759,2,43,2,9147,1,1,133.1,1,37,37,9,9,109.0,1,0,0,1,0,0,46,0,4,9,18,8,11.375,2,0,5,11,5,11.8,0,9.4,-0.8,-3.12,Graduate,Graduate,0,Management,0.8888888888888888,1,0.4444444444444444,0.2222222222222222,0,"(25.0, 70.0]"
760,1,17,1,9003,1,1,125.0,1,3,3,2,2,100.0,0,0,0,1,1,0,27,0,16,18,19,18,12.22222222,0,9,12,15,12,12.38461538,0,15.5,2.8,-4.06,Graduate,Graduate,0,Agronomy,1.0,0,0.9473684210526315,0.0,0,"(25.0, 70.0]"
761,1,5,1,171,1,1,137.0,1,3,19,1,10,144.7,1,0,0,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Enrolled,Enrolled,0,Animation and Multimedia Design,0.0,0,0.0,0.0,0,"(19.0, 20.0]"
762,2,43,3,8014,0,19,100.0,1,37,37,9,9,120.0,1,0,0,1,1,0,41,0,5,9,11,9,12.0,0,3,7,8,6,12.0,0,9.4,-0.8,-3.12,Graduate,Graduate,0,Social Service (evening attendance),1.0,0,0.8181818181818182,0.0,0,"(25.0, 70.0]"
763,1,15,1,9147,1,1,133.1,21,1,3,192,3,100.0,0,0,1,1,1,0,40,1,0,5,10,1,11.0,0,0,5,10,1,10.0,0,11.1,0.6,2.02,Enrolled,Enrolled,0,Management,0.2,4,0.1,0.0,1,"(25.0, 70.0]"
764,2,44,1,8014,0,39,150.0,1,1,1,5,5,154.0,0,0,0,1,1,0,37,0,12,16,17,16,14.125,0,6,11,14,10,13.0,0,12.4,0.5,1.79,Graduate,Graduate,0,Social Service (evening attendance),1.0,0,0.9411764705882353,0.0,0,"(25.0, 70.0]"
765,1,1,4,9147,1,1,120.0,1,38,38,5,10,111.3,0,0,0,1,1,0,20,0,0,5,8,5,10.2,0,0,5,7,5,11.2,0,12.4,0.5,1.79,Enrolled,Enrolled,0,Management,1.0,0,0.625,0.0,0,"(19.0, 20.0]"
766,1,44,1,9130,1,39,150.0,1,1,1,4,4,150.0,1,0,0,1,0,0,20,0,0,5,7,4,12.0,1,0,5,6,4,12.4,0,10.8,1.4,1.74,Enrolled,Enrolled,0,Equinculture,0.8,1,0.5714285714285714,0.2,0,"(19.0, 20.0]"
767,1,7,1,9991,0,40,133.1,1,1,37,4,1,100.0,0,0,0,1,0,0,26,0,8,9,11,9,12.33333333,0,4,7,7,7,12.57142857,0,12.4,0.5,1.79,Graduate,Graduate,0,Management (evening attendance),1.0,0,0.8181818181818182,0.0,0,"(25.0, 70.0]"
768,2,39,1,8014,0,1,133.1,1,37,37,9,7,162.5,0,0,0,1,1,0,54,0,4,9,9,9,14.33333333,0,2,7,7,7,13.85714286,0,8.9,1.4,3.51,Graduate,Graduate,0,Social Service (evening attendance),1.0,0,1.0,0.0,0,"(25.0, 70.0]"
769,1,17,5,9670,1,1,132.0,1,19,19,5,5,134.1,1,0,0,1,1,0,21,0,0,6,6,6,15.16666667,0,0,6,9,6,14.0,0,10.8,1.4,1.74,Graduate,Graduate,0,Advertising and Marketing Management,1.0,0,1.0,0.0,0,"(20.0, 25.0]"
770,1,1,1,9085,1,1,134.0,1,1,1,9,9,133.0,1,0,0,1,0,1,20,0,0,6,8,6,15.14285714,0,0,6,8,6,15.14285714,0,11.1,0.6,2.02,Graduate,Graduate,0,Veterinary Nursing,1.0,0,0.75,0.0,0,"(19.0, 20.0]"
771,1,17,6,9773,1,1,126.0,1,1,19,5,5,119.0,1,0,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,Dropout,1,Journalism and Communication,0.0,6,0.0,0.0,0,"(16.999, 19.0]"
772,1,1,3,9500,1,1,136.0,1,1,19,4,9,131.1,1,0,0,1,0,0,19,0,0,7,9,6,13.41142857,0,0,8,12,7,13.29444444,0,15.5,2.8,-4.06,Enrolled,Enrolled,0,Nursing,0.8571428571428571,1,0.6666666666666666,0.0,0,"(16.999, 19.0]"
773,1,1,2,9238,1,1,129.0,1,38,1,4,10,129.4,1,0,0,1,0,0,18,0,0,6,7,6,12.33333333,0,0,6,7,6,12.16666667,0,9.4,-0.8,-3.12,Graduate,Graduate,0,Social Service,1.0,0,0.8571428571428571,0.0,0,"(16.999, 19.0]"
774,1,1,1,9085,1,1,126.0,1,3,1,2,8,123.9,1,0,0,1,0,0,19,0,0,6,13,4,11.8,0,0,6,18,4,12.2,0,12.4,0.5,1.79,Enrolled,Enrolled,0,Veterinary Nursing,0.6666666666666666,2,0.3076923076923077,0.0,0,"(16.999, 19.0]"
775,1,44,1,9085,1,39,140.0,1,1,1,4,7,140.0,1,0,1,1,0,0,22,0,2,6,9,6,12.0,0,1,6,12,3,12.0,0,13.9,-0.3,0.79,Dropout,Dropout,1,Veterinary Nursing,1.0,0,0.6666666666666666,0.0,1,"(20.0, 25.0]"
776,1,43,1,9085,1,1,162.0,1,2,1,4,4,162.0,0,0,0,1,0,0,19,0,0,6,7,6,15.0,0,0,6,8,6,15.625,0,12.4,0.5,1.79,Graduate,Graduate,0,Veterinary Nursing,1.0,0,0.8571428571428571,0.0,0,"(16.999, 19.0]"
777,1,1,1,171,1,1,148.0,1,3,2,4,2,131.6,1,0,0,1,0,0,21,0,6,12,12,8,13.875,0,4,11,13,9,12.7,1,8.9,1.4,3.51,Dropout,Dropout,1,Animation and Multimedia Design,0.6666666666666666,4,0.6666666666666666,0.0,0,"(20.0, 25.0]"
778,1,17,1,9853,1,1,119.0,1,3,3,132,132,110.6,0,0,0,1,0,0,20,0,0,7,9,6,11.83333333,0,0,7,7,6,14.33333333,0,11.1,0.6,2.02,Enrolled,Enrolled,0,Basic Education,0.8571428571428571,1,0.6666666666666666,0.0,0,"(19.0, 20.0]"
779,1,17,3,9773,1,1,123.0,1,1,19,5,5,117.4,1,0,0,1,0,1,18,0,0,6,6,6,12.5,0,0,6,6,6,13.83333333,0,16.2,0.3,-0.92,Graduate,Graduate,0,Journalism and Communication,1.0,0,1.0,0.0,0,"(16.999, 19.0]"
780,1,17,1,9773,1,1,150.0,1,38,38,7,7,137.8,1,0,0,1,0,1,18,0,0,6,6,6,15.0,0,0,6,6,6,15.5,0,8.9,1.4,3.51,Graduate,Graduate,0,Journalism and Communication,1.0,0,1.0,0.0,0,"(16.999, 19.0]"
781,1,17,1,9670,1,1,113.0,1,1,1,5,4,106.7,1,0,1,1,0,0,20,0,0,6,10,2,11.66666667,0,0,6,10,4,10.5,0,15.5,2.8,-4.06,Dropout,Dropout,1,Advertising and Marketing Management,0.3333333333333333,4,0.2,0.0,1,"(19.0, 20.0]"
782,1,1,1,9500,1,1,152.0,1,19,37,3,8,156.9,0,0,0,1,0,1,18,0,0,7,10,7,14.668,0,0,8,8,8,14.63375,0,15.5,2.8,-4.06,Graduate,Graduate,0,Nursing,1.0,0,0.7,0.0,0,"(16.999, 19.0]"
783,1,1,3,9500,1,1,154.0,1,3,3,1,3,129.0,1,0,0,1,0,0,18,0,0,8,9,6,13.345,2,0,8,9,6,13.345,2,9.4,-0.8,-3.12,Enrolled,Enrolled,0,Nursing,0.75,2,0.6666666666666666,0.25,0,"(16.999, 19.0]"
784,1,1,2,9773,1,1,130.0,1,1,34,9,9,124.8,1,0,0,1,0,1,20,0,0,6,7,5,12.8,0,0,6,6,6,12.33333333,0,12.4,0.5,1.79,Graduate,Graduate,0,Journalism and Communication,0.8333333333333334,1,0.7142857142857143,0.0,0,"(19.0, 20.0]"
785,1,1,1,9238,1,1,121.0,1,1,1,1,1,115.1,1,0,0,1,0,0,19,0,0,6,10,6,10.83333333,0,0,6,7,6,12.14285714,0,11.1,0.6,2.02,Graduate,Graduate,0,Social Service,1.0,0,0.6,0.0,0,"(16.999, 19.0]"
786,1,1,1,9070,1,1,153.0,1,3,3,1,2,146.7,1,0,0,1,0,0,18,0,0,6,6,6,13.66666667,0,0,6,6,5,14.0,0,12.7,3.7,-1.7,Graduate,Graduate,0,Communication Design,1.0,0,1.0,0.0,0,"(16.999, 19.0]"
787,1,1,1,9500,1,1,148.0,1,3,1,4,5,132.8,0,0,0,1,0,0,18,0,0,8,8,7,14.53714286,0,0,8,8,7,14.53714286,0,10.8,1.4,1.74,Graduate,Graduate,0,Nursing,0.875,1,0.875,0.0,0,"(16.999, 19.0]"
788,1,5,3,9085,1,1,143.0,1,37,37,0,90,159.1,0,0,1,1,0,1,18,0,0,5,5,5,14.4,0,0,5,5,5,14.0,0,7.6,2.6,0.32,Dropout,Dropout,1,Veterinary Nursing,1.0,0,1.0,0.0,1,"(16.999, 19.0]"
789,1,17,3,171,1,1,147.0,1,19,1,5,4,137.6,1,0,0,1,0,1,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate,Graduate,0,Animation and Multimedia Design,0.0,0,0.0,0.0,0,"(19.0, 20.0]"
790,1,17,1,9773,1,1,138.0,1,1,19,9,9,124.0,0,0,0,1,0,1,19,0,0,6,6,6,13.16666667,0,0,6,6,6,13.83333333,0,11.1,0.6,2.02,Graduate,Graduate,0,Journalism and Communication,1.0,0,1.0,0.0,0,"(16.999, 19.0]"
791,1,39,1,9500,1,1,120.0,1,3,3,2,2,149.0,0,0,0,0,1,0,36,0,0,6,15,2,11.5,0,0,7,9,0,0.0,0,15.5,2.8,-4.06,Dropout,Dropout,1,Nursing,0.3333333333333333,4,0.13333333333333333,0.0,1,"(25.0, 70.0]"
792,1,17,1,9238,1,1,145.0,1,1,40,9,2,129.6,0,0,0,1,0,1,19,0,0,6,7,6,11.33333333,0,0,6,7,6,12.42857143,0,11.1,0.6,2.02,Graduate,Graduate,0,Social Service,1.0,0,0.8571428571428571,0.0,0,"(16.999, 19.0]"
793,1,17,3,9238,1,1,118.0,1,3,1,2,5,110.0,1,0,0,1,0,0,18,0,0,6,6,6,12.0,0,0,6,6,5,13.6,0,8.9,1.4,3.51,Graduate,Graduate,0,Social Service,1.0,0,1.0,0.0,0,"(16.999, 19.0]"
794,1,1,3,9773,1,1,121.0,1,19,19,3,3,116.1,0,0,0,1,0,1,18,0,0,6,6,6,13.16666667,0,0,6,6,6,12.16666667,0,12.4,0.5,1.79,Graduate,Graduate,0,Journalism and Communication,1.0,0,1.0,0.0,0,"(16.999, 19.0]"
795,1,1,3,9773,1,1,135.0,1,38,38,5,8,133.3,1,0,0,1,0,1,18,0,0,6,6,6,14.83333333,0,0,6,6,6,14.16666667,0,8.9,1.4,3.51,Graduate,Graduate,0,Journalism and Communication,1.0,0,1.0,0.0,0,"(16.999, 19.0]"
796,1,44,1,9070,1,1,140.0,1,1,1,9,8,144.3,1,0,0,1,0,0,19,0,2,7,7,7,13.0,0,5,9,9,9,13.22222222,0,12.4,0.5,1.79,Graduate,Graduate,0,Communication Design,1.0,0,1.0,0.0,0,"(16.999, 19.0]"
797,1,18,3,9500,1,1,145.0,1,1,1,4,8,133.6,1,0,0,1,0,0,18,0,0,7,8,7,13.08714286,0,0,8,8,8,12.95,0,11.1,0.6,2.02,Graduate,Graduate,0,Nursing,1.0,0,0.875,0.0,0,"(16.999, 19.0]"
798,1,1,1,9130,1,1,133.0,1,1,37,9,9,123.2,1,0,0,1,0,1,19,0,0,6,8,6,13.33333333,0,0,6,7,6,13.66666667,0,8.9,1.4,3.51,Graduate,Graduate,0,Equinculture,1.0,0,0.75,0.0,0,"(16.999, 19.0]"
799,1,1,1,9853,1,1,127.0,1,3,1,3,7,137.2,1,0,0,1,0,0,18,0,0,6,7,6,12.16666667,0,0,6,10,4,12.75,0,10.8,1.4,1.74,Enrolled,Enrolled,0,Basic Education,1.0,0,0.8571428571428571,0.0,0,"(16.999, 19.0]"
800,1,53,1,9070,1,42,130.0,1,40,19,3,5,130.0,1,0,0,0,0,1,22,0,0,6,8,6,11.0,0,0,6,10,4,12.0,0,8.9,1.4,3.51,Enrolled,Enrolled,0,Communication Design,1.0,0,0.75,0.0,1,"(20.0, 25.0]"
801,1,1,2,9238,1,1,117.0,1,19,1,9,8,110.0,1,0,1,0,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,Dropout,1,Social Service,0.0,6,0.0,0.0,1,"(16.999, 19.0]"
802,1,17,4,9147,1,1,125.0,1,19,19,5,5,118.0,1,0,0,1,0,0,19,0,0,5,7,5,13.6,0,0,5,6,5,12.2,0,8.9,1.4,3.51,Graduate,Graduate,0,Management,1.0,0,0.7142857142857143,0.0,0,"(16.999, 19.0]"
803,1,1,1,9773,1,1,141.0,1,38,38,9,9,128.4,1,0,0,1,0,0,18,0,0,6,6,6,15.5,0,0,6,6,6,14.0,0,11.1,0.6,2.02,Graduate,Graduate,0,Journalism and Communication,1.0,0,1.0,0.0,0,"(16.999, 19.0]"
804,1,1,3,9853,1,1,122.0,1,1,3,5,3,113.6,0,0,0,1,0,0,19,0,0,7,7,7,13.85714286,0,0,7,7,7,14.28571429,0,11.1,0.6,2.02,Graduate,Graduate,0,Basic Education,1.0,0,1.0,0.0,0,"(16.999, 19.0]"
805,1,17,2,9147,1,1,118.0,1,19,1,9,3,113.5,1,0,1,1,0,0,20,0,0,5,10,2,11.5,0,0,5,8,3,10.0,0,11.1,0.6,2.02,Enrolled,Enrolled,0,Management,0.4,3,0.2,0.0,1,"(19.0, 20.0]"
806,1,17,3,9070,1,1,142.0,1,1,38,3,5,146.9,1,0,0,1,0,1,18,0,0,6,6,6,13.0,0,0,6,6,6,12.16666667,0,16.2,0.3,-0.92,Graduate,Graduate,0,Communication Design,1.0,0,1.0,0.0,0,"(16.999, 19.0]"
807,1,1,1,9130,1,1,143.0,1,3,3,2,10,141.3,0,0,1,0,0,0,23,0,0,6,10,6,14.0,0,0,6,11,4,13.0,0,11.1,0.6,2.02,Enrolled,Enrolled,0,Equinculture,1.0,0,0.6,0.0,1,"(20.0, 25.0]"
808,1,1,4,9773,1,1,143.0,1,1,3,4,7,129.7,1,0,0,1,0,0,20,0,0,4,4,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,Dropout,1,Journalism and Communication,0.0,4,0.0,0.0,0,"(19.0, 20.0]"
809,1,1,5,9070,1,1,123.0,1,3,1,9,3,121.3,1,0,0,1,0,0,20,0,0,6,6,6,11.16666667,0,0,6,9,6,11.5,0,12.4,0.5,1.79,Enrolled,Enrolled,0,Communication Design,1.0,0,1.0,0.0,0,"(19.0, 20.0]"
810,1,1,1,9238,1,1,115.0,1,1,1,9,4,109.1,1,0,1,0,0,1,22,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,Dropout,1,Social Service,0.0,6,0.0,0.0,1,"(20.0, 25.0]"
811,1,17,2,9853,1,1,112.0,1,19,38,5,7,107.1,1,0,0,1,0,1,18,0,0,7,8,7,12.14285714,0,0,7,9,6,13.66666667,0,11.1,0.6,2.02,Graduate,Graduate,0,Basic Education,1.0,0,0.875,0.0,0,"(16.999, 19.0]"
812,1,17,1,9500,1,1,135.0,1,19,38,9,9,129.2,0,0,0,1,0,1,18,0,0,7,7,7,14.14571429,0,0,8,9,8,13.62777778,0,11.1,0.6,2.02,Graduate,Graduate,0,Nursing,1.0,0,1.0,0.0,0,"(16.999, 19.0]"
813,1,1,1,9500,1,1,162.0,1,3,4,3,3,154.1,0,0,0,1,0,0,18,0,0,7,7,7,14.45,0,0,8,9,8,14.14444444,0,11.1,0.6,2.02,Graduate,Graduate,0,Nursing,1.0,0,1.0,0.0,0,"(16.999, 19.0]"
814,1,1,1,9853,1,1,143.0,1,19,3,4,4,147.2,0,0,0,1,0,0,18,0,0,7,7,7,15.71428571,0,0,7,7,7,15.0,0,11.1,0.6,2.02,Graduate,Graduate,0,Basic Education,1.0,0,1.0,0.0,0,"(16.999, 19.0]"
815,1,51,1,9147,1,1,130.0,1,1,1,4,4,120.0,0,0,0,1,0,0,21,0,0,5,9,5,12.8,0,0,5,11,3,12.66666667,0,11.1,0.6,2.02,Enrolled,Enrolled,0,Management,1.0,0,0.5555555555555556,0.0,0,"(20.0, 25.0]"
816,1,17,1,9070,1,1,136.0,1,1,37,4,5,130.8,0,0,0,1,0,0,20,0,0,6,6,6,12.5,0,0,6,8,6,11.5,0,10.8,1.4,1.74,Enrolled,Enrolled,0,Communication Design,1.0,0,1.0,0.0,0,"(19.0, 20.0]"
817,1,16,1,9070,1,1,125.0,1,1,1,4,4,120.8,1,0,0,1,0,0,18,0,0,6,6,6,14.5,0,0,6,6,6,12.83333333,0,12.4,0.5,1.79,Graduate,Graduate,0,Communication Design,1.0,0,1.0,0.0,0,"(16.999, 19.0]"
818,1,17,2,9500,1,1,132.0,1,19,37,3,5,125.4,1,0,0,0,0,1,20,0,0,7,7,7,13.46285714,0,0,8,10,7,13.16428571,0,11.1,0.6,2.02,Enrolled,Enrolled,0,Nursing,1.0,0,1.0,0.0,1,"(19.0, 20.0]"
819,1,1,1,8014,0,1,123.0,1,34,37,9,90,121.3,1,0,0,1,0,0,25,0,0,6,6,6,12.83333333,0,0,6,6,6,12.83333333,0,7.6,2.6,0.32,Graduate,Graduate,0,Social Service (evening attendance),1.0,0,1.0,0.0,0,"(20.0, 25.0]"
820,1,1,1,9147,1,1,142.0,1,19,19,9,9,127.0,1,0,0,1,0,1,18,0,0,5,10,5,12.0,0,0,5,8,4,11.6,0,13.9,-0.3,0.79,Graduate,Graduate,0,Management,1.0,0,0.5,0.0,0,"(16.999, 19.0]"
821,1,1,3,171,1,1,147.0,1,12,19,9,3,151.6,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate,Graduate,0,Animation and Multimedia Design,0.0,0,0.0,0.0,0,"(16.999, 19.0]"
822,1,1,1,9085,1,1,140.0,6,1,19,4,7,131.6,1,0,0,1,0,0,20,1,0,7,9,6,14.71428571,0,1,7,16,6,13.2,0,12.4,0.5,1.79,Enrolled,Enrolled,0,Veterinary Nursing,0.8571428571428571,1,0.6666666666666666,0.0,0,"(19.0, 20.0]"
823,1,1,2,9238,1,1,133.1,1,19,19,9,9,106.0,1,0,0,1,0,1,20,0,0,6,7,6,12.57142857,0,0,6,7,6,13.28571429,0,12.4,0.5,1.79,Graduate,Graduate,0,Social Service,1.0,0,0.8571428571428571,0.0,0,"(19.0, 20.0]"
824,1,18,4,9773,1,1,114.0,1,1,1,9,9,111.6,1,0,0,1,0,1,21,0,0,6,6,6,12.5,0,0,6,6,6,11.5,0,11.1,0.6,2.02,Graduate,Graduate,0,Journalism and Communication,1.0,0,1.0,0.0,0,"(20.0, 25.0]"
825,1,17,3,9670,1,1,125.0,1,1,3,4,3,117.3,1,0,0,1,0,0,18,0,0,6,8,6,14.0,0,0,6,9,5,14.0,0,8.9,1.4,3.51,Graduate,Graduate,0,Advertising and Marketing Management,1.0,0,0.75,0.0,0,"(16.999, 19.0]"
826,1,17,1,9853,1,1,127.0,1,1,1,5,7,121.4,1,0,0,1,0,0,18,0,0,7,8,7,11.57142857,0,0,7,9,6,13.16666667,0,11.1,0.6,2.02,Dropout,Dropout,1,Basic Education,1.0,0,0.875,0.0,0,"(16.999, 19.0]"
827,1,1,3,9070,1,1,132.0,1,1,3,9,7,126.1,1,0,0,1,0,1,18,0,0,6,6,6,15.83333333,0,0,6,6,6,15.33333333,0,11.1,0.6,2.02,Graduate,Graduate,0,Communication Design,1.0,0,1.0,0.0,0,"(16.999, 19.0]"
828,1,1,4,9500,1,1,148.0,1,19,19,4,5,137.0,1,0,0,1,0,0,18,0,0,8,8,8,14.25,0,0,8,8,8,14.25,0,9.4,-0.8,-3.12,Graduate,Graduate,0,Nursing,1.0,0,1.0,0.0,0,"(16.999, 19.0]"
829,1,43,1,9670,1,1,139.0,1,3,19,3,5,120.8,0,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,Dropout,1,Advertising and Marketing Management,0.0,6,0.0,0.0,0,"(16.999, 19.0]"
830,1,17,1,9254,1,1,136.0,1,39,3,3,3,128.7,1,0,0,1,0,0,20,0,0,6,8,6,11.66666667,0,0,6,10,6,11.0,0,13.9,-0.3,0.79,Dropout,Dropout,1,Tourism,1.0,0,0.75,0.0,0,"(19.0, 20.0]"
831,1,39,1,9238,1,9,133.1,1,34,34,0,0,118.0,0,0,0,1,0,0,47,0,0,6,12,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout,Dropout,1,Social Service,0.0,6,0.0,0.0,0,"(25.0, 70.0]"
832,1,43,1,9130,1,1,120.0,6,1,3,9,2,120.0,0,0,1,1,0,0,21,1,2,5,9,5,13.2,2,0,5,7,2,12.5,2,10.8,1.4,1.74,Enrolled,Enrolled,0,Equinculture,1.0,0,0.5555555555555556,0.4,1,"(20.0, 25.0]"
833,2,39,1,9130,1,1,130.0,1,37,37,9,6,160.0,0,0,0,1,1,0,31,0,1,6,11,2,12.0,1,1,6,12,1,10.0,1,16.2,0.3,-0.92,Dropout,Dropout,1,Equinculture,0.3333333333333333,4,0.18181818181818182,0.16666666666666666,0,"(25.0, 70.0]"
834,2,39,1,9119,1,1,110.0,1,37,37,90,5,150.0,1,0,0,1,1,0,46,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Dropout,1,Informatics Engineering,0.0,5,0.0,0.0,0,"(25.0, 70.0]"
835,1,1,3,9119,1,1,133.0,1,3,1,3,4,121.8,1,0,0,1,1,0,18,0,0,5,9,4,12.0,0,0,5,10,2,11.0,0,8.9,1.4,3.51,Enrolled,Enrolled,0,Informatics Engineering,0.8,1,0.4444444444444444,0.0,0,"(16.999, 19.0]"
